,A,B,C,D,E,S
4646,1.44,25.17,4.2,18.16,7.13,3713.4
4647,3.3,22.06,5.47,17.31,3.08,1717.6
4648,1.95,7.96,5.78,14.77,8.09,3049.2
4649,4.03,16.45,5.31,6.27,7.5,3186.44
4650,2.45,12.25,4.74,11.03,2.35,1167.32
4651,2.49,9.81,5.32,18.27,5.09,3148.5
4652,3.81,19.92,4.15,13.23,6.63,4964.39
4653,1.99,28.54,4.57,18.95,4.62,1354.73
4654,2.36,26.49,5.86,6.35,4.59,568.58
4655,1.49,26.41,4.74,12.03,3.62,3203.63
4656,4.19,28.7,5.56,15.28,5.17,2775.57
4657,2.97,27.74,4.3,20.83,8.27,4178.93
4658,3.93,4.05,4.37,19.67,2.24,2045.44
4659,2.12,11.87,4.47,6.37,3.25,1454.96
4660,2.6,14.48,5.24,10.75,8.38,3575.59
4661,5.0,14.75,4.55,8.58,3.22,3924.48
4662,1.92,14.33,5.23,13.78,3.35,2146.43
4663,4.4,12.46,5.68,4.65,7.86,4898.8
4664,1.5,17.03,5.5,9.23,4.78,3515.5
4665,4.71,22.71,4.22,9.05,7.76,4608.98
4666,1.4,26.07,5.91,20.97,8.76,4323.4
4667,2.42,16.14,5.72,21.65,7.33,4649.9
4668,2.97,16.91,5.25,7.37,2.81,3527.98
4669,3.17,27.14,4.79,3.42,4.62,2645.67
4670,3.76,18.86,5.74,18.24,8.7,4520.86
4671,3.31,29.33,4.64,18.25,3.19,3396.3
4672,4.33,17.42,5.92,6.74,3.41,1714.43
4673,1.5,3.86,4.36,20.06,5.76,2740.8
4674,2.8,8.52,5.86,22.77,4.47,546.92
4675,3.73,23.94,4.93,4.28,4.95,1074.18
4676,4.2,7.49,5.14,3.06,2.99,4221.68
4677,4.71,8.67,4.58,10.43,6.05,4614.66
4678,4.32,8.45,4.59,9.77,5.9,3130.76
4679,4.72,12.73,5.73,7.88,6.94,4756.86
4680,2.94,10.87,5.6,11.66,8.28,653.5
4681,2.49,21.04,5.26,20.83,5.82,3472.76
4682,2.06,28.37,4.04,13.82,4.65,3728.87
4683,1.78,3.66,5.01,8.45,5.43,2490.25
4684,1.8,13.32,6.0,19.29,8.06,2182.68
4685,3.87,19.59,5.78,6.15,4.15,1924.44
4686,1.52,13.05,5.46,14.84,6.3,1359.6
4687,2.79,12.45,4.66,17.3,8.37,2145.02
4688,4.27,6.93,4.05,5.38,8.3,4868.77
4689,1.44,29.99,5.39,3.38,8.31,2802.73
4690,4.71,6.95,4.3,15.48,4.33,2478.15
4691,4.1,20.31,4.53,7.49,2.25,3393.64
4692,1.05,6.51,4.29,14.02,6.34,3498.55
4693,2.46,19.01,5.48,8.94,5.96,2001.5
4694,1.95,24.27,4.43,16.2,7.03,3148.43
4695,2.18,29.35,4.25,18.96,3.56,2619.8
4696,3.53,4.29,4.04,10.71,6.94,4991.3
4697,1.17,4.32,4.95,9.27,6.96,1477.17
4698,1.13,21.8,4.71,17.9,7.16,3913.26
4699,2.29,4.26,5.87,22.48,6.44,945.06
4700,4.21,4.89,4.76,9.95,6.08,3418.45
4701,1.21,11.54,4.07,18.78,8.8,4156.55
4702,3.68,2.88,5.3,9.39,6.4,3941.46
4703,2.02,26.68,4.59,15.03,6.08,808.68
4704,1.88,17.68,4.03,14.03,8.01,4876.21
4705,3.68,21.23,5.53,15.74,4.27,2333.29
4706,3.37,19.93,4.37,5.11,3.27,817.45
4707,2.23,10.68,4.34,15.0,2.47,850.22
4708,3.52,22.87,4.18,22.48,7.24,840.58
4709,2.76,27.11,5.45,2.23,8.93,4162.34
4710,1.42,8.68,4.61,22.76,3.06,1464.87
4711,3.51,7.85,4.96,18.32,6.47,1956.26
4712,2.39,19.76,4.51,3.89,6.45,3839.77
4713,1.84,22.17,4.97,6.89,5.22,2725.31
4714,2.88,16.67,5.72,2.74,4.75,2137.08
4715,3.97,8.98,4.59,11.31,4.22,1193.51
4716,4.21,24.91,5.28,5.43,5.03,1245.66
4717,4.27,24.94,5.19,22.16,8.55,4455.06
4718,4.16,12.06,4.99,20.56,6.03,1347.6
4719,4.38,13.51,4.01,18.53,4.94,2986.23
4720,3.0,2.3,5.53,6.03,8.6,1840.35
4721,1.87,28.57,5.62,17.01,3.82,1805.62
4722,2.3,8.89,5.06,16.76,7.15,2226.91
4723,1.92,15.19,4.9,4.09,6.76,3205.21
4724,2.83,18.47,5.45,21.59,5.79,2202.8
4725,2.99,10.12,4.61,13.77,2.27,2712.17
4726,3.64,26.18,4.26,22.47,3.74,1952.65
4727,2.53,10.6,4.15,4.24,4.5,3454.98
4728,4.78,12.16,4.34,7.69,2.06,3999.8
4729,1.34,10.26,4.88,13.07,6.4,4649.82
4730,2.69,21.36,5.79,14.15,3.49,1810.05
4731,2.01,4.85,5.0,19.19,2.71,1153.63
4732,2.4,2.73,4.96,11.2,6.44,645.36
4733,1.25,23.23,4.9,20.58,6.46,4460.42
4734,2.64,26.67,5.12,10.01,6.38,1493.36
4735,4.1,23.74,4.6,10.85,8.43,2230.53
4736,1.34,12.79,4.66,17.2,6.86,3875.58
4737,2.18,11.04,5.96,17.13,5.0,4387.13
4738,4.04,5.13,4.16,14.42,2.81,681.06
4739,1.15,3.4,4.44,18.49,4.17,4821.64
4740,3.49,22.21,5.87,6.12,8.18,2332.5
4741,3.05,25.19,5.7,8.11,6.73,3606.63
4742,3.69,26.95,5.02,12.48,5.3,1332.91
4743,1.7,10.63,4.63,14.92,7.39,1453.53
4744,3.87,5.47,4.94,6.41,2.19,569.14
4745,3.67,6.62,5.07,11.53,7.77,1539.58
4746,1.03,22.86,4.32,6.1,3.04,1886.93
4747,2.38,9.06,4.44,11.48,4.05,3730.75
4748,2.28,28.55,5.48,4.89,4.31,2604.5
4749,2.2,2.23,4.81,14.12,8.45,953.78
4750,2.62,26.9,5.88,1.99,4.45,574.91
4751,2.03,10.77,4.46,1.72,8.69,4166.88
4752,2.37,3.37,4.03,7.88,3.83,2656.25
4753,1.01,6.42,5.79,11.69,5.49,4653.49
4754,4.18,13.18,4.02,5.06,3.09,1086.51
4755,4.12,26.05,4.25,4.93,7.35,4693.28
4756,4.74,15.31,5.91,5.0,6.52,1543.8
4757,4.46,9.65,4.75,20.84,5.61,3203.61
4758,4.3,9.38,5.94,20.21,6.81,3330.65
4759,3.22,20.13,4.71,16.8,6.23,1558.54
4760,1.97,12.93,4.96,22.65,7.32,1270.61
4761,1.84,5.52,4.12,18.21,8.16,2574.31
4762,1.54,3.99,5.73,13.43,7.8,2939.04
4763,2.48,18.34,4.3,19.53,4.15,710.57
4764,1.59,18.77,4.65,11.37,3.63,2295.9
4765,4.9,23.6,4.45,2.62,3.74,2948.46
4766,1.85,16.54,5.5,3.41,5.08,3673.35
4767,3.62,13.27,5.31,9.36,3.04,2800.55
4768,1.78,16.97,5.97,17.22,5.87,614.6
4769,4.79,25.39,5.52,22.54,7.24,2610.43
4770,2.08,3.33,4.38,22.67,7.12,3830.92
4771,2.94,29.36,4.42,19.72,7.01,2113.86
4772,2.26,16.69,4.21,10.79,3.87,556.72
4773,1.91,4.09,4.49,3.15,6.71,4472.71
4774,3.36,14.35,4.31,1.12,2.47,1439.87
4775,2.62,19.65,4.11,13.68,2.16,4755.64
4776,4.33,18.22,5.31,19.97,6.16,3942.64
4777,3.95,14.05,4.43,15.92,6.86,2665.06
4778,2.36,16.55,4.63,15.69,2.71,2165.7
4779,4.07,6.25,4.66,13.78,5.81,2750.15
4780,2.31,24.57,4.82,14.0,8.58,4619.33
4781,2.65,25.09,4.32,19.22,8.46,1697.74
4782,3.87,28.12,4.52,15.47,6.18,3236.98
4783,3.53,15.85,5.58,17.86,8.83,3266.87
4784,1.26,5.42,5.09,7.83,7.97,4367.71
4785,4.22,4.76,5.71,3.24,8.8,2423.31
4786,3.79,23.71,4.26,3.66,6.7,1651.4
4787,4.16,10.27,5.43,17.11,3.35,1793.55
4788,2.75,21.15,5.51,11.14,7.38,581.23
4789,3.64,3.01,5.85,10.05,3.84,3321.72
4790,3.71,19.34,4.8,5.86,6.71,3735.87
4791,3.07,10.14,5.74,19.56,8.24,3534.22
4792,4.64,9.11,4.27,2.57,4.01,836.3
4793,2.87,13.67,4.4,2.29,6.66,2548.8
4794,1.92,2.55,5.92,14.3,4.99,3704.38
4795,3.31,28.5,5.67,3.98,8.79,4170.98
4796,1.78,7.04,4.79,7.02,6.52,1748.31
4797,3.2,9.17,5.5,16.79,5.09,3175.56
4798,1.11,11.53,5.68,18.9,3.3,2348.82
4799,4.28,25.0,4.96,19.89,6.61,3507.54
4800,1.01,29.65,4.59,3.72,2.16,1797.91
4801,2.94,23.97,5.58,14.92,8.18,880.81
4802,3.56,22.95,5.36,7.38,6.21,4749.05
4803,3.04,6.32,4.95,20.24,3.65,2217.08
4804,1.82,14.39,4.21,16.66,5.02,746.68
4805,2.68,23.23,5.7,16.77,6.44,4683.35
4806,4.88,13.96,5.45,15.68,7.68,1410.68
4807,1.01,4.06,4.65,12.49,3.4,1783.72
4808,4.38,16.16,5.31,19.03,5.53,4630.9
4809,1.06,12.19,5.09,16.17,7.8,2204.78
4810,4.55,20.49,4.38,4.1,3.36,2817.73
4811,2.41,20.93,4.66,2.64,5.49,2263.82
4812,4.7,27.48,4.3,11.92,8.99,3242.93
4813,4.07,23.4,5.78,22.26,3.05,3701.43
4814,1.53,27.48,4.78,8.64,4.71,2834.49
4815,4.51,23.52,5.21,7.02,4.36,4407.94
4816,2.3,20.61,5.33,8.18,4.41,2579.73
4817,3.36,28.86,4.06,18.31,6.45,4172.75
4818,4.03,6.21,5.89,1.07,6.82,4817.91
4819,4.05,14.33,4.97,10.34,4.76,4601.37
4820,2.87,4.15,4.53,15.66,2.11,1233.17
4821,1.49,26.15,4.03,17.29,3.15,3075.53
4822,4.52,25.66,4.34,1.12,6.91,3968.19
4823,1.69,6.22,5.32,1.29,6.0,4362.62
4824,4.92,29.08,4.06,18.02,5.13,3937.9
4825,1.01,11.23,5.16,16.45,2.94,2865.44
4826,3.65,9.64,4.42,14.78,7.47,2078.07
4827,1.01,17.48,5.23,21.16,4.68,1747.4
4828,2.21,12.9,5.68,4.86,5.71,4255.54
4829,2.04,15.64,5.18,10.82,5.19,1332.25
4830,4.54,27.81,6.0,7.42,7.1,4823.2
4831,1.66,19.72,4.35,12.89,8.35,1714.56
4832,2.04,9.44,4.02,1.06,6.53,2823.9
4833,3.32,13.44,4.9,19.21,5.63,3760.62
4834,3.64,22.79,4.43,6.29,7.63,1805.51
4835,4.48,24.07,5.79,8.63,2.58,1722.53
4836,4.35,28.04,5.11,6.33,4.1,1772.34
4837,2.16,29.5,5.2,19.57,5.36,892.5
4838,2.67,20.85,4.6,3.9,3.03,1201.08
4839,1.44,24.26,5.11,8.65,8.85,4527.62
4840,2.59,26.86,4.76,1.86,7.67,4028.49
4841,4.13,21.43,4.88,20.58,6.41,706.22
4842,3.75,24.74,5.74,5.91,8.45,1459.37
4843,1.33,4.84,5.43,10.39,6.32,4311.97
4844,2.15,10.84,4.54,13.42,8.22,864.02
4845,4.76,19.07,5.49,17.46,2.26,2424.67
4846,3.68,27.18,4.47,6.5,4.13,1355.29
4847,3.1,20.73,4.32,15.76,2.57,2726.94
4848,1.6,6.72,5.56,17.57,3.34,3360.03
4849,3.09,22.65,4.56,1.56,8.18,3322.81
4850,3.61,8.85,4.37,12.66,4.08,2752.73
4851,2.81,9.26,4.29,13.1,7.32,4156.95
4852,4.25,17.66,5.99,22.57,8.9,3355.36
4853,2.45,17.53,4.15,7.45,5.41,2810.58
4854,1.8,19.72,5.39,11.49,5.04,1830.81
4855,3.9,19.85,4.47,19.78,2.27,2203.45
4856,1.22,29.68,5.46,9.39,4.56,4288.96
4857,4.78,13.68,5.41,21.87,5.56,1113.94
4858,2.68,7.35,5.49,18.72,3.93,4093.03
4859,4.53,4.6,4.76,22.33,6.08,3637.88
4860,3.58,3.51,4.27,16.77,4.9,2722.1
4861,4.5,11.14,4.21,1.18,5.31,1763.41
4862,1.45,12.47,4.18,18.48,6.94,1853.2
4863,4.26,3.14,4.01,3.87,2.4,2564.58
4864,3.46,21.71,4.4,5.49,3.19,3607.37
4865,4.18,16.1,5.48,18.15,7.42,1752.25
4866,2.16,6.2,4.38,8.98,2.07,660.69
4867,1.48,10.66,4.47,19.52,7.29,2810.04
4868,3.31,24.16,4.19,5.61,4.32,4131.39
4869,1.16,12.56,5.83,7.76,6.08,3624.64
4870,4.41,7.36,4.45,7.91,8.23,1304.96
4871,3.6,8.26,4.81,5.81,7.4,2317.8
4872,3.15,18.34,4.48,19.67,8.03,1977.09
4873,2.21,29.16,5.38,16.78,4.89,4829.49
4874,3.25,14.02,5.98,15.94,7.02,3484.56
4875,2.65,24.84,4.83,15.81,2.43,3664.18
4876,3.54,26.2,5.64,12.73,2.79,1735.51
4877,2.35,19.87,5.25,6.58,4.25,3804.57
4878,3.65,24.71,5.86,20.97,6.4,3935.47
4879,4.27,13.23,4.35,13.58,6.71,3475.41
4880,2.01,7.2,4.94,8.6,2.25,2954.14
4881,3.49,29.99,4.13,6.76,7.05,2221.87
4882,1.75,12.81,5.7,9.47,6.81,3083.88
4883,1.03,13.18,5.6,9.77,8.69,2469.56
4884,1.85,17.82,5.52,2.25,6.73,2126.24
4885,1.57,17.46,5.54,2.87,4.46,3652.92
4886,2.05,26.98,5.08,3.57,8.25,808.52
4887,3.06,9.65,4.01,5.97,8.71,4024.79
4888,2.97,12.31,4.47,12.68,8.17,4597.43
4889,1.38,2.97,5.14,10.44,5.01,2915.5
4890,4.41,24.45,4.82,16.8,5.39,1466.38
4891,3.68,7.35,5.43,21.73,5.7,886.0
4892,3.39,10.75,5.57,11.62,5.64,2129.15
4893,1.07,9.93,4.8,10.17,6.45,1897.93
4894,2.35,17.93,4.99,1.78,2.58,1463.99
4895,3.38,27.87,5.76,15.42,7.25,625.03
4896,4.1,10.86,5.75,3.19,5.91,4828.86
4897,1.07,2.88,5.7,2.54,2.12,2124.45
4898,3.13,14.75,4.52,4.59,4.6,1215.57
4899,3.22,4.69,4.56,4.41,6.32,4310.51
4900,3.09,16.76,5.43,17.56,2.85,4761.84
4901,3.67,12.56,5.97,17.77,2.36,673.33
4902,2.66,8.48,4.25,10.31,5.97,880.83
4903,2.85,27.35,4.28,22.3,4.31,2558.72
4904,2.65,13.14,5.15,3.16,5.93,3690.66
4905,1.44,16.02,4.31,3.7,3.78,2203.45
4906,2.42,29.23,4.03,12.54,5.33,4462.38
4907,4.32,29.72,4.23,20.91,4.05,4612.17
4908,3.23,18.94,5.51,20.08,3.67,3637.75
4909,1.37,6.0,4.66,9.51,6.22,4239.58
4910,4.46,2.88,4.57,5.46,2.12,3493.54
4911,3.89,3.46,4.42,2.7,5.6,2316.99
4912,4.46,3.15,5.82,18.41,4.01,1155.65
4913,3.38,2.9,5.78,13.2,8.27,2735.03
4914,3.26,5.49,5.46,17.45,5.57,3747.27
4915,1.51,28.16,5.75,1.83,7.76,1691.2
4916,1.96,3.48,4.98,16.06,3.42,1595.05
4917,1.34,24.15,4.12,19.37,7.11,4670.09
4918,2.58,6.7,5.2,10.42,3.71,4795.53
4919,1.27,18.82,5.94,3.09,7.5,2665.2
4920,2.62,6.09,4.42,16.38,2.51,4858.27
4921,1.98,2.92,5.8,17.41,4.3,3482.56
4922,2.94,27.73,4.99,14.37,7.85,3532.32
4923,1.34,5.85,4.55,1.15,2.4,1948.92
4924,1.27,18.01,5.13,8.55,6.28,1223.55
4925,1.99,7.99,5.86,14.35,7.22,3944.8
4926,1.4,13.64,5.91,12.87,6.95,1223.57
4927,4.28,24.52,5.36,13.7,6.5,3381.12
4928,1.81,14.91,4.01,12.5,6.91,4134.14
4929,2.2,25.92,5.0,2.56,2.84,1868.82
4930,4.72,7.0,4.29,19.88,4.28,1517.58
4931,2.22,19.99,4.94,9.42,4.32,3680.06
4932,3.77,24.17,5.62,2.88,2.45,4741.14
4933,2.14,7.04,4.06,17.0,2.06,780.02
4934,1.19,27.41,4.08,5.39,4.1,2877.24
4935,2.6,21.94,5.64,10.89,6.3,2617.91
4936,1.1,15.67,5.38,3.84,7.48,872.77
4937,3.82,28.49,4.72,5.33,7.47,3153.22
4938,4.79,24.27,4.13,7.27,6.47,4267.4
4939,4.86,28.67,5.04,22.03,4.62,3544.75
4940,4.71,15.29,4.09,7.77,8.2,4044.96
4941,4.09,22.93,5.11,5.51,8.42,3922.27
4942,1.99,7.51,5.47,8.41,7.46,4432.47
4943,3.55,6.22,4.24,20.51,8.12,1321.69
4944,2.76,28.47,4.05,5.16,5.66,1449.19
4945,2.76,15.05,5.87,13.91,8.56,1300.19
4946,3.12,8.02,4.38,6.67,7.41,4415.92
4947,1.75,8.15,5.95,18.48,5.22,768.78
4948,4.43,8.06,5.14,19.35,7.51,3720.3
4949,4.17,20.95,5.48,16.35,6.42,4911.68
4950,4.61,7.6,4.11,19.63,8.49,1811.24
4951,2.27,9.44,4.24,8.87,6.06,4087.54
4952,4.82,20.31,4.94,19.19,6.75,4664.64
4953,1.56,15.54,5.67,13.2,8.29,2010.64
4954,4.58,29.33,5.43,7.28,4.03,730.97
4955,1.04,18.31,5.61,21.97,6.55,1137.39
4956,3.6,11.8,4.87,18.48,4.49,3542.71
4957,3.31,4.64,4.18,18.88,2.33,3268.65
4958,4.38,11.24,5.93,13.25,7.04,1782.07
4959,3.91,2.45,4.61,12.24,8.32,1466.05
4960,4.91,28.51,4.98,8.32,5.7,4603.34
4961,3.96,2.08,4.95,11.75,3.96,3391.45
4962,2.36,17.62,4.33,2.37,8.18,4690.01
4963,1.38,18.4,4.65,9.99,8.62,2036.04
4964,2.94,23.92,5.36,18.96,6.65,2662.72
4965,1.44,16.05,4.56,7.02,6.85,3382.59
4966,4.12,16.45,4.48,3.19,2.08,2545.37
4967,4.4,15.28,5.72,12.5,3.25,4781.45
4968,3.59,16.76,4.15,16.4,4.07,2661.51
4969,1.05,29.08,5.51,9.45,3.46,3888.83
4970,1.98,20.77,4.07,20.64,8.55,4357.11
4971,3.31,26.01,4.14,19.33,5.24,759.87
4972,1.07,29.71,5.74,14.04,4.59,2327.42
4973,2.01,12.66,4.92,6.67,7.46,785.72
4974,1.04,17.48,5.53,14.18,2.45,616.41
4975,4.87,22.3,5.62,17.42,7.76,3119.0
4976,2.3,2.47,4.96,5.14,3.2,3956.25
4977,3.15,29.6,4.53,17.22,2.72,603.57
4978,4.68,21.7,5.47,11.65,3.13,4283.16
4979,4.57,24.63,4.47,11.6,5.38,4285.11
4980,2.72,15.02,5.53,15.25,2.05,1446.96
4981,1.53,27.45,4.38,3.93,3.47,2964.64
4982,3.85,26.9,4.37,12.76,5.76,2887.06
4983,2.35,10.21,5.18,16.48,5.04,2521.28
4984,4.61,4.82,4.1,2.45,3.95,3388.21
4985,3.11,25.74,4.26,10.74,5.75,4618.76
4986,3.87,9.46,4.73,5.68,8.84,3262.65
4987,3.45,21.3,5.92,7.0,6.53,1574.57
4988,2.86,15.48,4.26,21.28,5.42,827.4
4989,2.95,8.84,4.54,17.3,7.76,3002.63
4990,3.31,16.31,4.84,13.87,7.72,2889.82
4991,2.61,24.84,4.26,4.54,5.41,3805.95
4992,1.61,6.63,5.38,22.47,6.28,591.47
4993,3.97,17.27,4.42,20.14,4.36,4873.47
4994,2.35,28.3,4.85,15.91,3.81,3252.81
4995,4.19,11.76,4.31,17.11,3.35,3166.0
4996,1.4,22.66,5.74,16.12,2.73,1118.76
4997,4.16,18.22,5.55,6.25,5.78,4036.23
4998,4.44,10.77,5.39,14.3,8.64,2817.41
4999,1.92,12.1,5.46,3.48,6.25,4170.87
5000,1.78,28.17,5.28,22.59,5.25,532.58
5001,3.47,10.47,5.89,22.28,8.47,3944.94
5002,4.41,3.4,5.88,14.16,5.93,4251.7
5003,4.13,22.93,5.84,10.88,7.37,3708.77
5004,3.18,14.12,5.65,19.03,8.69,4209.24
5005,1.7,21.36,5.15,21.92,3.64,3543.19
5006,1.97,19.73,4.08,15.86,8.18,2358.24
5007,2.02,23.55,5.33,5.54,4.37,1885.85
5008,4.05,20.29,5.31,12.73,7.48,1948.98
5009,1.45,4.16,4.5,5.21,7.95,3848.09
5010,2.78,19.46,5.02,18.02,2.25,4842.84
5011,2.47,18.95,5.11,9.08,2.41,3594.55
5012,2.77,3.17,4.43,19.46,5.35,4447.48
5013,1.69,21.74,5.32,7.37,7.27,1092.29
5014,1.13,25.52,4.38,9.12,4.6,4688.91
5015,4.73,4.84,5.31,9.67,6.69,2597.1
5016,4.14,29.71,4.13,7.08,4.58,2289.63
5017,1.18,6.78,5.98,15.23,5.19,4317.43
5018,3.05,8.82,4.09,12.77,7.84,4138.63
5019,3.28,11.08,4.27,7.5,2.24,3832.88
5020,3.75,28.68,4.75,15.8,7.01,3825.42
5021,3.56,2.65,4.05,10.7,4.97,884.98
5022,1.54,5.02,4.35,17.29,8.1,1997.62
5023,1.18,11.33,5.01,4.08,8.89,3366.24
5024,3.19,27.13,5.65,18.72,8.19,1955.76
5025,2.08,16.18,4.48,2.13,6.83,3571.67
5026,2.42,18.6,4.27,19.07,7.83,3268.57
5027,4.52,23.99,4.75,13.17,4.93,3570.44
5028,4.56,13.32,4.33,10.34,8.0,2157.11
5029,1.98,11.93,5.3,2.58,3.52,2588.36
5030,2.34,21.1,5.83,7.44,5.71,800.45
5031,4.75,27.24,5.78,12.86,7.29,4341.14
5032,2.96,2.43,4.11,20.47,8.98,1849.9
5033,3.04,5.25,4.87,20.51,3.79,707.13
5034,4.27,2.95,4.32,6.13,6.42,2178.99
5035,3.6,24.47,4.24,12.72,8.74,2829.6
5036,4.55,6.94,4.81,7.05,8.96,883.08
5037,3.91,23.36,5.96,15.02,3.02,1364.12
5038,1.16,13.09,5.15,3.89,8.96,1883.7
5039,4.37,4.83,4.52,10.79,8.14,888.7
5040,1.71,29.08,5.36,1.34,8.89,3613.77
5041,3.86,17.48,5.28,14.4,5.67,2107.57
5042,2.3,12.82,4.33,6.39,5.61,1532.39
5043,2.08,18.78,5.34,10.4,3.91,1804.2
5044,3.45,24.35,4.98,19.88,8.28,2951.85
5045,3.93,12.05,4.8,21.98,3.75,4690.48
5046,2.45,21.75,4.21,22.5,8.53,4990.33
5047,4.78,8.59,5.58,3.72,5.59,3259.03
5048,3.34,20.27,4.86,9.66,2.79,3311.32
5049,1.01,27.1,4.77,10.69,3.82,4300.59
5050,3.32,27.9,4.55,18.99,5.48,2216.49
5051,3.73,8.68,5.14,16.76,8.67,4677.6
5052,1.2,9.27,5.19,22.41,6.52,979.06
5053,3.16,14.81,4.2,22.55,6.1,4196.69
5054,4.62,3.22,4.3,5.41,6.91,1257.01
5055,1.39,29.07,4.1,20.35,3.45,2139.87
5056,3.9,21.11,5.32,1.13,7.62,3210.69
5057,4.97,10.18,5.29,15.25,6.79,2274.43
5058,3.59,4.74,5.08,20.84,6.42,1707.88
5059,4.45,27.33,4.28,1.67,8.51,797.26
5060,3.19,22.72,5.78,6.81,5.62,2124.49
5061,1.43,13.22,5.05,19.23,7.47,3906.24
5062,3.13,5.39,5.46,11.53,4.63,4402.1
5063,1.04,4.19,4.48,17.51,4.65,4651.07
5064,4.65,17.99,5.37,19.49,8.02,3162.71
5065,3.69,5.77,5.42,12.19,4.85,2681.67
5066,2.26,16.25,5.03,8.6,6.9,3826.82
5067,4.5,15.63,5.92,5.69,4.83,4501.78
5068,2.58,28.16,4.63,8.35,5.49,2606.84
5069,2.08,4.74,4.36,16.95,7.78,4588.92
5070,1.91,4.94,4.62,19.28,7.73,2293.32
5071,4.02,4.57,4.62,7.98,3.71,4735.08
5072,1.42,22.1,5.8,7.16,3.49,3558.89
5073,2.84,9.85,4.46,1.82,6.72,3564.55
5074,2.41,28.4,5.42,12.73,5.98,3607.58
5075,3.75,26.14,4.91,13.56,3.27,2851.92
5076,2.85,19.54,5.32,18.04,8.65,4431.84
5077,4.95,6.54,4.43,6.48,4.17,4187.17
5078,3.32,14.66,4.76,13.32,8.41,2252.52
5079,2.72,16.3,4.8,9.45,4.4,3296.48
5080,1.81,26.87,4.11,7.92,8.24,2508.24
5081,1.86,7.73,5.77,21.72,8.92,2445.26
5082,3.54,13.43,5.49,14.08,4.44,3980.87
5083,1.53,11.22,5.5,6.15,5.68,4954.64
5084,2.59,3.01,4.73,3.35,2.2,897.46
5085,2.94,3.86,4.57,14.99,6.45,556.68
5086,2.46,26.7,5.68,15.3,2.42,4818.32
5087,1.47,24.7,4.44,4.93,7.5,2375.97
5088,1.4,29.36,4.79,9.1,4.75,547.56
5089,1.12,25.3,4.83,9.19,2.78,3288.83
5090,1.53,26.64,5.38,16.39,6.19,3736.66
5091,1.82,19.46,5.63,2.62,2.35,1633.09
5092,1.33,22.51,4.71,19.84,4.17,4455.24
5093,1.83,25.19,5.87,5.6,5.55,4554.38
5094,1.72,10.54,5.74,14.13,8.05,957.7
5095,3.73,3.13,4.69,16.16,7.1,4754.33
5096,4.14,21.46,5.77,7.6,7.69,1868.04
5097,2.03,4.26,5.67,15.82,7.74,804.24
5098,2.14,8.48,4.57,21.01,2.58,4711.53
5099,4.38,9.21,5.41,4.56,8.56,2045.87
5100,3.97,26.9,4.3,2.27,4.73,1795.36
5101,2.56,18.06,5.29,20.24,2.46,3294.54
5102,4.79,10.77,5.69,15.52,6.8,2316.42
5103,1.16,16.38,5.31,13.41,8.19,1339.89
5104,4.7,11.31,5.54,20.75,7.79,3325.62
5105,4.02,28.99,4.03,21.55,7.33,1789.09
5106,4.15,6.01,5.45,10.89,5.16,855.65
5107,1.29,17.17,5.19,8.96,2.0,4653.63
5108,1.34,17.79,5.09,8.75,4.33,4931.14
5109,4.42,23.76,5.99,5.44,8.0,1304.63
5110,3.11,12.52,5.06,2.43,3.5,2458.79
5111,4.91,6.84,4.54,13.4,4.9,4702.36
5112,1.18,19.88,4.38,19.84,4.67,3423.37
5113,1.9,16.54,5.4,22.64,6.17,4991.72
5114,2.06,14.17,5.25,8.78,3.2,2508.82
5115,3.22,13.66,4.17,15.33,3.88,3697.2
5116,4.9,18.33,5.31,14.55,6.89,1578.58
5117,2.13,15.17,4.87,2.41,4.73,1845.65
5118,2.95,23.52,4.95,18.89,4.39,512.36
5119,3.92,21.71,4.74,18.06,3.26,4368.2
5120,4.23,16.02,4.36,15.59,4.29,2589.14
5121,3.58,2.16,4.66,8.4,2.58,2698.92
5122,2.42,22.67,5.87,13.36,5.58,1004.73
5123,3.62,28.31,4.65,20.07,5.96,710.87
5124,1.14,27.74,5.55,17.58,4.65,2665.91
5125,2.79,29.61,5.68,15.8,4.44,2884.95
5126,2.89,7.29,4.5,5.64,5.06,935.42
5127,3.45,21.91,4.95,2.32,3.09,511.26
5128,3.11,16.6,4.93,10.25,7.5,4053.32
5129,2.83,28.75,4.78,12.49,8.05,1976.12
5130,3.24,25.01,4.58,10.37,6.31,2781.31
5131,2.53,21.93,5.93,21.46,4.65,2697.79
5132,1.0,6.39,5.65,17.1,4.27,1801.28
5133,3.26,13.75,5.99,20.3,8.17,969.38
5134,2.9,12.44,4.67,22.34,2.78,4908.94
5135,1.09,7.52,4.0,13.94,8.24,1597.17
5136,1.59,7.1,5.47,5.37,8.81,4549.11
5137,2.05,24.14,4.52,14.85,6.62,4348.74
5138,4.99,22.35,5.48,10.99,3.92,4996.82
5139,2.45,7.92,5.57,21.88,7.71,1081.67
5140,4.06,17.52,5.63,21.49,2.79,4740.32
5141,4.62,20.43,4.52,18.67,2.66,3498.38
5142,1.07,5.1,5.83,17.85,6.97,4191.47
5143,2.4,16.26,5.35,19.53,7.31,3650.37
5144,4.05,17.78,5.08,10.3,5.84,1144.27
5145,3.11,13.57,5.93,14.55,3.14,3970.97
5146,2.67,2.24,4.6,2.28,7.51,3043.31
